id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links
31342756,WA391,https://www.petfinder.com/cat/miss-abigail-tacoma-puyallup-31342756/wa/seattle/ferry-dog-mothers-wa391/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Tortoiseshell', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Medium,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': False, 'dogs': False, 'cats': False}",[],MISS ABIGAIL (TACOMA/PUYALLUP),"IF YOU ARE INTERESTED IN LEARNING MORE ABOUT MISS ABIGAIL PLEASE CALL
253/ 677-7095 OR EMAIL foreverorbust@yahoo.com

Miss Abigail is...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31342756/1/?bust=1422368127'}",[],adopted,2015-11-17T18:57:33+0000,2015-01-27T14:15:27+0000,7.7715,"{'email': 'fkrokower@msn.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98117', 'country': 'US'}}","{'self': {'href': '/v2/animals/31342756'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa391'}}"
31333430,WA538,https://www.petfinder.com/cat/kitten-bear-31333430/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Siamese', 'secondary': 'Tabby', 'mixed': True, 'unknown': False}","{'primary': 'White', 'secondary': 'Lilac Point', 'tertiary': None}",Adult,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Kitten Bear,"Say hello to Kitten Bear, who is neither a kitten nor a bear. This beautiful, 4 year old lilac-point Siamese...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/2/?bust=1426943805&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/2/?bust=1426943805&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/2/?bust=1426943805&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/2/?bust=1426943805'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/3/?bust=1426943806&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/3/?bust=1426943806&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/3/?bust=1426943806&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/3/?bust=1426943806'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333430/1/?bust=1426186442'}",[],adopted,2015-04-11T20:40:26+0000,2015-01-26T11:59:41+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31333430'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31333405,WA538,https://www.petfinder.com/cat/mylasia-31333405/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Siamese', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Lilac Point', 'secondary': None, 'tertiary': None}",Adult,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Mylasia,4 1/2 years old coming soon,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333405/1/?bust=1422273206'}",[],adopted,2015-04-07T20:49:29+0000,2015-01-26T11:53:26+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31333405'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31333384,WA538,https://www.petfinder.com/cat/jacklyn-31333384/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Tortoiseshell', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tortoiseshell', 'secondary': None, 'tertiary': None}",Baby,Female,Small,Medium,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Jacklyn,Meet Jacklyn! Jacklyn is a 2 1/2 months old kitten that is a new addition Emerald City Pet Rescue. She...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/1/?bust=1426186230&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/1/?bust=1426186230&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/1/?bust=1426186230&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/1/?bust=1426186230'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/3/?bust=1426186231&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/3/?bust=1426186231&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/3/?bust=1426186231&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/3/?bust=1426186231'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31333384/2/?bust=1426186230'}",[],adopted,2015-03-16T13:13:52+0000,2015-01-26T11:48:51+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31333384'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31329435,WA538,https://www.petfinder.com/cat/leigh-31329435/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': 'Calico', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': True, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Leigh,"Hi! My name is Leigh!

I am a 10 year old gorgeous Calico girl and I am also declawed in...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/1/?bust=1426701350&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/1/?bust=1426701350&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/1/?bust=1426701350&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/1/?bust=1426701350'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/3/?bust=1426701687&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/3/?bust=1426701687&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/3/?bust=1426701687&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/3/?bust=1426701687'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329435/2/?bust=1426707722'}",[],adopted,2015-04-26T20:55:54+0000,2015-01-25T17:01:00+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31329435'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31329420,WA538,https://www.petfinder.com/cat/farrah-31329420/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': 'Calico', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': True, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Farrah,Hi! My name is Farrah! I am a 5 year old gorgeous Calico girl and I am also declawed in...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/1/?bust=1426687328&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/1/?bust=1426687328&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/1/?bust=1426687328&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/1/?bust=1426687328'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/2/?bust=1426698152&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/2/?bust=1426698152&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/2/?bust=1426698152&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/2/?bust=1426698152'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31329420/3/?bust=1426707663'}",[],adopted,2015-04-26T20:56:13+0000,2015-01-25T16:58:06+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31329420'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31315962,WA538,https://www.petfinder.com/cat/magenta-31315962/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Tabby', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Tiger Striped)', 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': False}",[],Magenta,Meet Magenta! This fetching little feline has arrived here at our rescue searching for a forever home. At only 1...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/2/?bust=1436366694&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/2/?bust=1436366694&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/2/?bust=1436366694&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/2/?bust=1436366694'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/3/?bust=1436366695&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/3/?bust=1436366695&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/3/?bust=1436366695&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/3/?bust=1436366695'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315962/1/?bust=1436366694'}",[],adopted,2015-08-24T13:05:37+0000,2015-01-23T16:33:27+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31315962'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31315732,WA538,https://www.petfinder.com/cat/honey-31315732/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Tabby', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Tiger Striped)', 'secondary': None, 'tertiary': None}",Young,Male,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Honey,"Here’s Honey, our precious little 1 year old striped tabby from California. He is as sweet as his name would...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315732/1/?bust=1422029894'}",[],adopted,2015-02-20T16:58:12+0000,2015-01-23T16:18:14+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31315732'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31315557,WA538,https://www.petfinder.com/cat/mila-31315557/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Tabby', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Tiger Striped)', 'secondary': None, 'tertiary': None}",Young,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Mila,Here’s Mila! This pretty little tabby girl is one of our new arrivals. She has made the trip to Seattle...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/1/?bust=1426094492&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/1/?bust=1426094492&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/1/?bust=1426094492&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/1/?bust=1426094492'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/2/?bust=1426094492&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/2/?bust=1426094492&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/2/?bust=1426094492&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/2/?bust=1426094492'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31315557/3/?bust=1426094493'}",[],adopted,2015-03-20T19:50:48+0000,2015-01-23T16:08:38+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31315557'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
31309375,WA538,https://www.petfinder.com/cat/meryl-31309375/wa/seattle/emerald-city-pet-rescue-wa538/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Tabby', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Gray / Blue / Silver)', 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Meryl,"Meet Meryl, one of our newest felines to the rescue! This young, pretty grey tabby is about as fun as...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/1/?bust=1423683721&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/1/?bust=1423683721&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/1/?bust=1423683721&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/1/?bust=1423683721'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/3/?bust=1423683722&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/3/?bust=1423683722&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/3/?bust=1423683722&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/3/?bust=1423683722'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31309375/2/?bust=1423683721'}",[],adopted,2015-02-23T15:06:23+0000,2015-01-22T19:42:34+0000,6.9468,"{'email': 'info@emeraldcitypetrescue.org', 'phone': '(206) 557-4661', 'address': {'address1': None, 'address2': None, 'city': 'Seattle', 'state': 'WA', 'postcode': '98116', 'country': 'US'}}","{'self': {'href': '/v2/animals/31309375'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa538'}}"
