id,name,email,phone,url,website,mission_statement,photos,distance,address.address1,address.address2,address.city,address.state,address.postcode,address.country,hours.monday,hours.tuesday,hours.wednesday,hours.thursday,hours.friday,hours.saturday,hours.sunday,adoption.policy,adoption.url,social_media.facebook,social_media.twitter,social_media.youtube,social_media.instagram,social_media.pinterest,organization_id
WA14,Furbaby Rescue,elleny@comcast.net,email only  ,https://www.petfinder.com/member/us/wa/blaine/furbaby-rescue-wa14/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39256/1/?bust=1521482688&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39256/1/?bust=1521482688&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39256/1/?bust=1521482688&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39256/1/?bust=1521482688'}]",,,,Blaine,WA,98230,US,,,,,,,,,,,,,,,wa14
WA309,Blue Mountain Humane Society,adoptions@bluemountainhumane.org,(509) 525-2452,https://www.petfinder.com/member/us/wa/walla-walla/blue-mountain-humane-society-wa309/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://bluemountainhumane.org,"To prevent cruelty, promote kindness and to foster the human-animal bond.","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/1/?bust=1548185985&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/1/?bust=1548185985&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/1/?bust=1548185985&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/1/?bust=1548185985'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/2/?bust=1548185986&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/2/?bust=1548185986&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/2/?bust=1548185986&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/2/?bust=1548185986'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/3/?bust=1548185986&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/3/?bust=1548185986&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/3/?bust=1548185986&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/3/?bust=1548185986'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/4/?bust=1612999399&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/4/?bust=1612999399&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/4/?bust=1612999399&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/4/?bust=1612999399'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/5/?bust=1612999400&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/5/?bust=1612999400&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/5/?bust=1612999400&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39367/5/?bust=1612999400'}]",,7 E. George Street,,Walla Walla,WA,99362,US,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,By appointment,"How to adopt animals at BMHS:
1. Browse the available pets online
2. Complete an adoption application
3. Wait for...",https://bluemountainhumane.org/adoption-applications/,https://www.facebook.com/bluemountainhumane,,,,,wa309
WA53,Welfare for Animals Guild (WAG),claudiaatwag@gmail.com,(360) 460-6258,https://www.petfinder.com/member/us/wa/sequim/welfare-for-animals-guild-wag-wa53/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.wagsequimwa.com,We are open by appointment only.  You must complete a application on our website before we can set up a...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/2/?bust=1512001508&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/2/?bust=1512001508&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/2/?bust=1512001508&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/2/?bust=1512001508'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/1/?bust=1504707567&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/1/?bust=1504707567&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/1/?bust=1504707567&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39527/1/?bust=1504707567'}]",,PO Box 3966,,Sequim,WA,98382,US,,,,,,,,"Fees


Adoption donations range from $150.00 - $400.00 per dog.


 


Hours


We do not have regular office hours because our...",,,,,,,wa53
WA527,Special Bunny,angie@specialbunny.org,(206) 351-2637,https://www.petfinder.com/member/us/wa/seattle/special-bunny-wa527/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.specialbunny.org,"Special Bunny is a shelter/rescue for domestic rabbits. We have a particular fondness for special-needs and older bunnies, but most...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40770/1/?bust=1512001502&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40770/1/?bust=1512001502&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40770/1/?bust=1512001502&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/40770/1/?bust=1512001502'}]",,,,Seattle,WA,98103,US,,,,,,,,Special Bunny has several wonderful rabbits up for adoption.  Most of our adoptables are 100% healthy and NOT special-needs! Many...,,,,,,,wa527
WA27,Seattle Animal Shelter,,206-386-7387,https://www.petfinder.com/member/us/wa/seattle/seattle-animal-shelter-wa27/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39343/1/?bust=1613869306&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39343/1/?bust=1613869306&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39343/1/?bust=1613869306&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39343/1/?bust=1613869306'}]",,2061 15th Avenue West,,Seattle,WA,98119,US,,,,,,,,,,,,,,,wa27
WA203,Julias Jungle,juliasjungle@hotmail.com,(509) 922-6197,https://www.petfinder.com/member/us/wa/spokane/julias-jungle-wa203/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,"ABOUT US


In 1999, Dr. Julia Leese, DVM, opened Mountain Empire Veterinary Service in hopes of being able to help...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/3/?bust=1512003303&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/3/?bust=1512003303&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/3/?bust=1512003303&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/3/?bust=1512003303'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/1/?bust=1497547466&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/1/?bust=1497547466&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/1/?bust=1497547466&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/1/?bust=1497547466'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/2/?bust=1497547467&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/2/?bust=1497547467&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/2/?bust=1497547467&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39296/2/?bust=1497547467'}]",,12619 E Sprague Ave,Suite 1,Spokane,WA,99216,US,,,,,,,," 


 


ADOPTION CENTER


Dr. Leese created Julia&#039;s Jungle to help animals in jeopardy of euthanasia at the local shelters. Also, to...",,,,,,,wa203
WA564,Kitty Kat Haven,KITTYHAVENWA@GMAIL.COM,(360) 508-6112,https://www.petfinder.com/member/us/wa/chehalis/kitty-kat-haven-wa564/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://kittykathaven.org,"Mission statement:

Giving 2nd Chances to Adult &amp; &quot;Adoption - Challenged&quot; Cats. Taking the Time to Find Forever Home. Helping...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42157/1/?bust=1512001612&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42157/1/?bust=1512001612&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42157/1/?bust=1512001612&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42157/1/?bust=1512001612'}]",,,,Chehalis,WA,98532,US,,,,,,,,,,https://www.facebook.com/KittyKatHaven/,,,,,wa564
WA142,Center Valley Animal Rescue,info@centervalleyanimalrescue.org,(360) 765-0598,https://www.petfinder.com/member/us/wa/quilcene/center-valley-animal-rescue-wa142/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://centervalleyanimalrescue.org/,"Center Valley Animal Rescue is committed to providing safe harbor and rehabilitation for unwanted, injured or abandoned domesticated and wild...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/4/?bust=1614878308&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/4/?bust=1614878308&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/4/?bust=1614878308&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/4/?bust=1614878308'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/1/?bust=1507930239&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/1/?bust=1507930239&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/1/?bust=1507930239&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/1/?bust=1507930239'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/2/?bust=1614878307&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/2/?bust=1614878307&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/2/?bust=1614878307&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/2/?bust=1614878307'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/3/?bust=1614878308&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/3/?bust=1614878308&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/3/?bust=1614878308&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/3/?bust=1614878308'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/5/?bust=1614878309&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/5/?bust=1614878309&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/5/?bust=1614878309&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39258/5/?bust=1614878309'}]",,11900 Center Rd.,,Quilcene,WA,98368,US,,,,,11-3,11-3,11-3,We have applications in house or on our website. Feel free to fill one out and get it so us...,http://centervalleyanimalrescue.org/adopt/,https://www.facebook.com/centervalleyanimalrescue/,,,,,wa142
WA368,Forgotten Dogs Rescue,adopt@forgottendogsrescue.com,,https://www.petfinder.com/member/us/wa/seattle/forgotten-dogs-rescue-wa368/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.forgottendogsrescue.com,Forgotten Dogs Rescue is a volunteer and foster home based rescue organization focused on saving Pit Bull type dogs.  Located...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39411/1/?bust=1514913169&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39411/1/?bust=1514913169&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39411/1/?bust=1514913169&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39411/1/?bust=1514913169'}]",,,,Seattle,WA,98115,US,,,,,,,,"The first step in our adoption process is to fill out an adoption application, which can be downloaded from our...",,https://www.facebook.com/forgottendogsrescue/,,,https://www.instagram.com/forgottendogsrescue/,,wa368
WA35,Whitman County Humane Society,shelter@whitmanpets.org,(509) 332-3422,https://www.petfinder.com/member/us/wa/pullman/whitman-county-humane-society-wa35/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://whitmanpets.org,"WCHS values the human/animal bond, provides stewardship for homeless pets, and promotes compassionate treatment of all companion animals.","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/1/?bust=1500656353&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/1/?bust=1500656353&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/1/?bust=1500656353&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/1/?bust=1500656353'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/3/?bust=1583358648&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/3/?bust=1583358648&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/3/?bust=1583358648&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/3/?bust=1583358648'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/4/?bust=1583358648&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/4/?bust=1583358648&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/4/?bust=1583358648&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/4/?bust=1583358648'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/2/?bust=1618245527&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/2/?bust=1618245527&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/2/?bust=1618245527&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39399/2/?bust=1618245527'}]",,1340 Old Moscow Road,,Pullman,WA,99163,US,Closed,1-6pm,Closed,1-6pm,1-6pm,1-6pm,1-6pm,,https://www.whitmanpets.org/adoption-101.html,https://www.facebook.com/whitmanpets/,,,,,wa35
WA713,Onalaska Farm Sanctuary,Onalaskafarmsanctuary@gmail.com,(443) 370-2229,https://www.petfinder.com/member/us/wa/onalaska/onalaska-farm-sanctuary-wa713/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,"To protect farm animals from cruelty, to inspire change in the way society views and treats farm animals, and to...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/2/?bust=1618268682&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/2/?bust=1618268682&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/2/?bust=1618268682&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/2/?bust=1618268682'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/1/?bust=1618268681&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/1/?bust=1618268681&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/1/?bust=1618268681&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50886/1/?bust=1618268681'}]",,,,Onalaska,WA,98570,US,,,,,,,,,,https://www.facebook.com/OnalaskaFarmSanctuarylewiscounty/?ref=page_internal,,,,,wa713
WA58,Fox Terrier Fanciers of Puget Sound Rescue,martink44@comcast.net,(360) 941-0542,https://www.petfinder.com/member/us/wa/seattle/fox-terrier-fanciers-of-puget-sound-rescue-wa58/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/1/?bust=1507597385&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/1/?bust=1507597385&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/1/?bust=1507597385&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/1/?bust=1507597385'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/2/?bust=1507597574&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/2/?bust=1507597574&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/2/?bust=1507597574&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39531/2/?bust=1507597574'}]",,,,Seattle,WA,98115,US,,,,,,,,,,,,,,,wa58
WA623,Imagine Peace for Pups,imaginepeaceforpups@gmail.com,,https://www.petfinder.com/member/us/wa/kirkland/imagine-peace-for-pups-wa623/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/6/?bust=1512004466&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/6/?bust=1512004466&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/6/?bust=1512004466&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/6/?bust=1512004466'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/1/?bust=1501289217&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/1/?bust=1501289217&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/1/?bust=1501289217&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/1/?bust=1501289217'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/2/?bust=1501289218&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/2/?bust=1501289218&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/2/?bust=1501289218&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/2/?bust=1501289218'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/3/?bust=1501289218&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/3/?bust=1501289218&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/3/?bust=1501289218&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/3/?bust=1501289218'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/4/?bust=1501289219&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/4/?bust=1501289219&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/4/?bust=1501289219&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/4/?bust=1501289219'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/5/?bust=1501289219&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/5/?bust=1501289219&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/5/?bust=1501289219&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45244/5/?bust=1501289219'}]",,,,Kirkland,WA,98034,US,,,,,,,,We are a small foster based rescue so we can only respond to submitted adoption applications. There’s a link to...,,,,,,,wa623
WA712,Rooster Haus Rescue,info@roosterhaus.org,,https://www.petfinder.com/member/us/wa/fall-city/rooster-haus-rescue-wa712/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,https://roosterhaus.org/,"Our mission at Rooster Haus Rescue is to give neglected and abused farmed animals a safe future, free from harm....","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/1/?bust=1616534274&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/1/?bust=1616534274&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/1/?bust=1616534274&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/1/?bust=1616534274'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/2/?bust=1616534275&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/2/?bust=1616534275&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/2/?bust=1616534275&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/2/?bust=1616534275'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/3/?bust=1616534275&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/3/?bust=1616534275&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/3/?bust=1616534275&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/3/?bust=1616534275'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/4/?bust=1616534276&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/4/?bust=1616534276&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/4/?bust=1616534276&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/4/?bust=1616534276'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/5/?bust=1616534276&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/5/?bust=1616534276&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/5/?bust=1616534276&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/5/?bust=1616534276'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/6/?bust=1616534277&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/6/?bust=1616534277&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/6/?bust=1616534277&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50866/6/?bust=1616534277'}]",,,,Fall City,WA,98024,US,,,,,,,,Potential adopters submit an adoption application that we review. If the application is an acceptable home for one of our...,https://form.jotform.com/210664404054144,https://facebook.com/roosterhaus,,,https://instagram.com/roosterhausrescue,,wa712
WA319,Rodeo City Equine Rescue,rcer@rodeocityequine.com,(509) 968-9566,https://www.petfinder.com/member/us/wa/ellensburg/rodeo-city-equine-rescue-wa319/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.rodeocityequine.com,"Our mission is to foster safe, sound, usable equines that still have quality of life.  We shall rehabilitate and adopt...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/2/?bust=1617037953&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/2/?bust=1617037953&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/2/?bust=1617037953&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/2/?bust=1617037953'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/1/?bust=1498254908&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/1/?bust=1498254908&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/1/?bust=1498254908&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39375/1/?bust=1498254908'}]",,290 buffalo lane,,Ellensburg,WA,98926,US,,,,,,,,,,https://www.facebook.com/Rodeo-City-Equine-Rescue-179543025403636/,,,,,wa319
WA87,Vashon Island Pet Protectors,dogs@vipp.org,(206) 389-1085,https://www.petfinder.com/member/us/wa/vashon-island/vashon-island-pet-protectors-wa87/?referrer_id=2f113f8e-5c9f-4549-8db9-e9e1309fd172,http://www.vipp.org, ,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39548/1/?bust=1512001946&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39548/1/?bust=1512001946&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39548/1/?bust=1512001946&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/39548/1/?bust=1512001946'}]",,PO Box 245,,Vashon Island,WA,98070,US,,,,,,,,Vashon Island Pet Protectors does not adopt pets out on a first come first serve basis - instead working to...,https://service.sheltermanager.com/asmservice?account=ac0662&method=online_form_html&formid=12,,,,,,wa87
